"NOME_CANDIDATO","NOME_URNA_CANDIDATO","COD_GRAU_INSTRUCAO","CODIGO_ESTADO_CIVIL"
"DULCE MARIA DA SILVA","TIA DULCE",7,1
"EDGARD LUIZ BARBOSA DA SILVA","FININHO",6,1
"EDIMILSON SANTOS VIANA","VIGILANTE EDIMILSON",5,1
"EDISON MAGNO DE MACEDO","EDISON MAGNO",8,1
"EDMAR BATISTA MOREIRA","EDMAR MOREIRA",8,1
"EDMUNDO MIGUEL MARTINS","CHOCOLATE",6,1
"EDSON DE FARIA","EDSON DE FARIA",6,1
"EDSON MELGACO","EDSON MELGAÇO",7,1
"EDUARDO BRANDAO DE AZEREDO","EDUARDO AZEREDO",8,1
"EDUARDO DE SOUZA MAIA","EDUARDO MAIA",8,1
"EDUARDO LUIZ BARROS BARBOSA","EDUARDO BARBOSA",8,1
"EDUARDO PRATES OCTAVIANI BERNIS","EDUARDO BERNIS",8,1
"EDUARDO TEODORO ROCHA AZEVEDO","EDUARDO ROCHA",5,1
"EFIGENIO SOARES DE OLIVEIRA","EFIGENIO SOARES",8,1
"ELAINE MARIA DE CARVALHO GUIMARAES","ELAINE GUIMARÃES",8,1
"ELAINE VIANA FERREIRA SILVA","ELAINE FERREIRA",6,1
"ELENICE ALVES DE ALMEIDA","ELENICE ALVES",6,1
"ELIAS ALVES DE SOUZA","SGT ELIAS - AUTO ESCOLA MAXIMA",6,1
"ELIAS RAMOS SOARES","ELIAS GALDINO",6,1
"ELISEU GABRIEL DA SILVA","ELISEU GABRIEL",3,1
"ELISEU LOURENCO DA SILVA","ELISEU PERUEIRO",5,1
"ELIZABETH SOARES ROCHA","ELIZABETH ROCHA",6,1
"ELTON MOTA DE AGUIAR","ELTON MOTA",8,1
"ERASMO RODRIGUES DINIZ","ERASMO DINIZ",4,1
"EROS FERREIRA BIONDINI","EROS BIONDINI",8,1
"ESDRAS JUVENAL DE QUEIROZ","ESDRAS",8,1
"EUCLIDES RODRIGUES DOS SANTOS","EUCLIDES EXPERIMENTA",7,1
"EUGENIO RIBEIRO DA SILVA","EUGENIO ENFERMEIRO",5,1
"EUTAIR ANTONIO DOS SANTOS","EUTAIR SANTOS",8,1
"EVALDO LAGO DE MENDONCA","MENDONÇA",6,1
"EVANILDO VITAL DA COSTA","VITAL",4,1
"EWERTON SIMOES DOS SANTOS","CAPITAO EWERTON SIMOES",6,1
"EZIO GUILHERME DA SILVA","DR EZIO",8,1
"FABIANA MOREIRA PEREIRA DA SILVA","FABIANA MOREIRA",8,1
"FABIO ANTONIO DE CARVALHO JUNIOR","FABIO CARVALHO JUNIOR",6,1
"FABIO SOSSUR","FABIO FO",6,1
"FATIMA MARIA DE JESUS CHAVES HORTA","DE JESUS - JORNALISTA FATIMA",7,1
"FELICIO GONCALVES DE FREITAS","FELÍCIO CARRETEIRO",3,1
"FELIX MAGNO VON DOLLINGER","DELEGADO FELIX",8,1
"FERLANDA DAS GRACAS GOMES","FERLANDA GOMES",6,1
"FERNANDO ANTONIO SANTOS DE SANTANA","FERNANDO SANTANA",8,1
"FERNANDO DE JESUS PEREIRA CAMPOS","FERNANDO CAMPOS",8,1
"FERNANDO EUSTAQUIO PEIXOTO DE MAGALHAES","FERNANDO MAGALHAES",8,1
"FERNANDO FERRAZ REGO NEIVA","FERNANDO NEIVA",8,1
"FERNANDO WILSON BUSTAMANTE LEVENHAGEN","FERNANDINHO LEVENHAGEN",8,1
"FLAVIO BARBOSA DA SILVA","FLAVIO BARBOSA",7,1
"FLAVIO BRASIL MARZANO","FLAVIO BRASIL MARZANO",8,1
"FRANCE LOPES DE FARIA","FRANCE LOPES",3,1
"FRANCISCA MARIA DA SILVA","XICA",4,1
"FRANCISCO DE ASSIS DANTAS DE ARAUJO","ASSIS DANTAS",8,1
"FRANCISCO VITORINO","VITORINO",4,1
"FABIO AUGUSTO RAMALHO DOS SANTOS","FABINHO RAMALHO",8,1
"GABRIEL MOREIRA DE ANDRADE","GABRIEL GUIMARÃES",8,1
"GEORGE HILTON DOS SANTOS CECILIO","GEORGE HILTON",8,1
"GERALDA ESTEFANIA DO NASCIMENTO","ESTEFANIA",3,1
"GERALDA SOUZA DA SILVA","GERALDA BAHIANA",6,1
"GERALDO AFONSO DE PAULA CORREA","PROF. GERALDINHO CORRÊA",8,1
"GERALDO EDSON MIRANDA GUSMAO","GERALDO GUSMÃO",3,1
"GERALDO MAGELA STARLING DE OLIVEIRA","GERALDO MAGELA STARLING",8,1
"GEREMIAS FERREIRA DE BRITO","BRITO",6,1
"GEZIEL RAMOS SILVA","GEZIEL RAMOS",6,1
"GILMAR ALVES MACHADO","GILMAR MACHADO",8,1
"GILMAR FERREIRA RODRIGUES","GILMAR RODRIGUES",8,1
"GLAYSON MATIAS BARBOSA","GLAYSON MATIAS",8,1
"GLEIBE JOSE TERRA","GLEIBE TERRA",8,1
"GUSTAVO MARQUES CARVALHO MITRE","GUSTAVO MITRE",8,1
"HAROLDO DARTAGNAN DE CARVALHO","DR. HAROLDO DARTAGNAN",8,2
"HASSIB HALIBCK DA SILVA","HASSIB DO POVÃO",3,1
"HEBERT CORREA DA SILVA","HEBERT CORREA",8,1
"HELBERTH SILVA NEVES","HELBERTH SILVA NEVES",6,1
"HELCIO LUCIO ALVES JUNIOR","HELCIO JUNIOR",6,1
"HELIO FERRAZ DE OLIVEIRA","BAIANO",8,1
"HELIO JOSE TOLLENDAL COSTA","HELIO COSTA FILHO",8,2
"HELIO PEREIRA","HELIO PEREIRA",3,1
"HERBERT AUGUSTO DA SILVA","DR BETINHO",8,1
"HUGO CESAR REZENDE THOME","HUGO THOME",8,1
"HUMBERTO GUIMARAES SOUTO","HUMBERTO SOUTO",8,1
"ISA BATISTA DE SOUSA","ISA BATISTA",6,1
"ISAIAS SILVESTRE","ISAIAS SILVESTRE",6,1
"ISMAEL PEREIRA DA COSTA","ISMAEL PEREIRA",7,1
"ITALUCIA ROMEIRO DE OLIVEIRA","ITA",8,1
"ITAMAR VASCONCELLOS DIAS","ITAMAR",8,1
"IVANILDO DIAS DE SOUZA","IVAN DIAS GARRUCHA",5,1
"IVAR DE ALMEIDA CERQUEIRA NETO","DR. IVAR",7,1
"IZAQUIAS PEREIRA DA COSTA","NINO COSTA",6,1
"JACIRA CUSTODIA MATOS","JACIRA",3,1
"JAIME MARTINS FILHO","JAIMINHO MARTINS",8,1
"JAIR ALVES LOPES","DR JAIR LOPES",8,1
"JAIRO ATAIDE VIEIRA","JAIRO ATAIDE",8,1
"JAISTON MARCELO DE OLIVEIRA","JAISTON MARCELO",8,1
"JANETE ALVES DE LIMA","PROFESSORA JANETE",7,1
"JANIO PAULO DA SILVA","JANIO PAULO",6,1
"JAQUELINE ALVES REZENDE","JAQUELINE ALVES",6,1
"JARI TRINDADE MENDONCA","JARI MENDONÇA",4,1
"JEFFERSON RODNEY DE OLIVEIRA","CORONEL JEFFERSON",8,1
"JOANA MARIA DA SILVA DE SOUZA","JOANA DA PREFEITURA",6,1
"JOAO ALEXANDRE CHAVES","ALEXANDRE CHAVES",6,1
"JOAO BATISTA ARANTES DA SILVA","JOÃO BATISTA ARANTES",8,1
"JOAO BATISTA DE BRITO","JOAO BRITO",8,1
"JOAO BATISTA FERREIRA RIBEIRO","JOAO BATISTA RIBEIRO",8,1
"JOAO CARLOS SIQUEIRA","PADRE JOAO",8,1
"JOAO DIAS MOREIRA FILHO","JOAO PENNA",8,1
"JOAO LUCIO MAGALHAES BIFANO","JOAO MAGALHÃES",7,1
"JOAO MENDES DE OLIVEIRA","JOÃO MENDES",6,1
"JOAQUIM PEDRO DOS SANTOS FILHO","JOAQUIM DO SINDICATO",6,1
"JOEL BARBOSA FRANCISCO","SARGENTO JOEL",8,1
"JORGE ANDRE SOUZA PERIQUITO","JORGE PERIQUITO",8,1
"JORGE FERREIRA CRUZ FILHO","JORGE FERREIRA",3,1
"JOSE CARLOS COUTINHO","PRF COUTINHO",8,1
"JOSE CARLOS PEREIRA DA SILVA","ZE CARLOS",7,1
"JOSE CARLOS RENDE","RENDE",8,1
"JOSE DE ARIMATEIA NEVES","DR ARIMATEIA",8,1
"JOSE EDMILSON BATISTA VIEIRA","EDIMILSOM BATISTA",3,1
"JOSE EUSTAQUIO DE FREITAS","JOSE EUSTAQUIO",6,1
"JOSE FRANCISCO DO NASCIMENTO","JOSE FRANCISCO",8,1
"JOSE GOMES MOREIRA FILHO","JOSE GOMES MOREIRA",8,1
"JOSE HENRIQUE DE SOUSA","CIGANO",4,1
"JOSE HUMBERTO SOARES","JOSE HUMBERTO",8,1
"JOSE HUMBERTO SOARES","HUMBERTO BOMBEIRO",4,1
"JOSE IRINEU DE RESENDE","IRINEU",3,1
"JOSE JACINTO DA SILVA","JACINTO",2,1
"JOSE JORGE VIEIRA","JORGE CRISTO",6,1
"JOSE LUIZ AUGUSTO","PROFESSOR JOSE LUIZ",8,1
"JOSE MARIA DO PINHO BICALHO","JOSE MARIA CABOCLO",4,1
"JOSE MARTINS DA SILVA","JOSE MARTINS",6,1
"JOSE MURILO BARROSO","MURILO BARROSO MOTORISTA",3,1
"JOSE RAIMUNDO CORDEIRO","CORDEIRO",6,1
"JOSE ROBERTO CORREIA FRANCA","COMANDANTE FRANÇA",8,1
"JOSE ROQUE DA SILVA FILHO","JOSE ROQUE FILHO",8,1
"JOSE SARAIVA FELIPE","SARAIVA FELIPE",8,1
"JOSE SILVESTRE DE AVELAR","SILVESTRE ZE DA CERCA",4,1
"JOSE WILSON PEREIRA AGUILAR","WILSON AGUILAR",8,1
"JOSE ALMIR DA SILVA","JOSÉ ALMIR",8,1
"JOSE BERDIANO DA SILVA","J BERDIANO",3,1
"JOSE CARLOS JOAQUIM DA SILVA","RAÇA CABELEIREIRO",4,1
"JOSE DAMASCENO","TOPO",6,1
"JOSE DO CARMO DE LIMA BARBOSA","JOSÉ DO CARMO",3,1
"JOSE DOS REIS PAULO","JOSÉ REIS",8,1
"JOSE EDITIS DAVID","JOSÉ EDITIS",8,1
"JOSE GETULIO FREIRE","GETÚLIO FREIRE",5,1
"JOSE MARCIANO TEIXEIRA","MARCIANO",8,1
"JOSE PEREIRA DE SOUZA","CAPITÃO SOUSA",8,1
"JOSE REINALDO DE LIMA","REINALDO LIMA",8,1
"JOSE RONALDO DE PAIVA","RONALDO PAIVA",8,1
"JOSE SILVA SOARES","ZÉ SILVA",8,1
"JOSE AUREO DE ABREU","JOSÉ ÁUREO",8,1
"JOAO BITTAR JUNIOR","JOÃO BITTAR",7,1
"JOAO JOSE JOAQUIM DE OLIVEIRA","JOÃO JOSÉ",8,1
"JOAO SILVA DE SOUZA PEREIRA","JOÃO SILVA",3,1
"JUAREZ DE SOUZA DA ROCHA","LÉO ROCHA",6,1
"JULIO CESAR DE LIMA CAINELLI","JULIO CAINELLI",8,1
"JULIO CESAR DELGADO","JULIO DELGADO",8,1
"JULIO CESAR MARTINS GONCALVES","JULIO CESAR",8,1
"JURACY CORTES ALMEIDA","JURACY CORTEZ",3,1
"JUSCELINO DE OLIVEIRA FERNANDES","JUSCELINO - JK",3,1
"JULIO CARLOS GASPARETTE","JÚLIO GASPARETTE",4,1
"JULIO CESAR DE OLIVEIRA DA COSTA","JÚLIO COSTA",6,1
"KARINA COTTA PEIXOTO SANTANA","KARINA PEIXOTO",8,1
"KLEBER SCHITTINI DA SILVA","KLEBER SCHITTINI DRAGÃO",6,1
"LAEL VIEIRA VARELLA","LAEL VARELLA",6,1
"LAERCIO SOARES DE MELO","CABO MELO",6,1
"LEANDRO CHAGAS DEMETRIO","XADEM",7,1
"LEONARDO DA PIEDADE DINIZ FILHO","LEO DO PEIXE",6,1
"LEONARDO LEMOS BARROS QUINTAO","LEONARDO QUINTAO",8,1
"LEONARDO NASCIMENTO","LEO NASCIMENTO",7,1
"LEOPOLDO ALVES","LEOPOLDO ALVES",7,1
"LINCOLN ALVES TEIXEIRA","LINCOLN TEIXEIRA",4,1
"LINCOLN DINIZ PORTELA","LINCOLN PORTELA",8,1
"LUCELIO PAIXAO DE ANDRADE","LUCELIO PAIXÃO",6,1
"LUCIA VIEIRA DA CRUZ","LUCIA VIEIRA",8,1
"LUCIARA DE JESUS SILVA ALMEIDA","LUCIARA DE JESUS",6,1
"LUIS CARLOS DE OLIVEIRA","PROF TECO",8,1
"LUIS DO NASCIMENTO","LUISINHO CORREDOR",4,1
"LUIS HENRIQUE DE OLIVEIRA RESENDE","LUIS TIBE",7,1
"LUIZ ABRAHAO SEFAIR","LUIZ SEFAIR",8,1
"LUIZ ALBERTO GARAJAU","GARAJAU",8,1
"LUIZ ALDO DA SILVA SANTOS","LUIZ ALDO CONSELHEIRO",8,1
"LUIZ ANTONIO DE BASTOS ANDRADE","CHACRINHA DA UFLA",8,1
"LUIZ ANTONIO LOPES","LUIZ ANTONIO LOPES",4,1
"LUIZ CARLOS DA SILVA","LUIZ CARLOS",2,1
"LUIZ CARLOS GONCALVES DOS SANTOS","COQUINHO",6,1
"LUIZ CARLOS MUNHOZ MEIRA","MUNHOZ",8,1
"LUIZ DIAS DA SILVA","LUIZ PENNA",7,1
"LUIZ FERNANDO RAMOS FARIA","LUIZ FERNANDO",8,1
"LUIZ GERALDO SORANCO","LUIZ SORANÇO",8,1
"LUIZ GONZAGA RIBEIRO","SUBTENENTE GONZAGA",8,1
"LUZIA REGINA DE OLIVEIRA DOMINGUES","REGINA OLIVEIRA",8,1
"MAIRA DOS SANTOS CARLOS","MAIRA CARLOS",5,1
"MANOEL BISPO DOS SANTOS","MANOEL BISPO",5,1
"MANOEL MESSIAS MARQUES DIAS","DR MANOEL MESSIAS",8,1
"MANOEL NERES DA SILVA FILHO","MANOEL NERES",4,1
"MANOEL VESPUCIO DA COSTA VASCONCELOS","MANOEL VESPÚCIO",5,1
"MARCELO AUGUSTO VILAS BOAS ALVES","MARCELO VILAS BOAS",7,1
"MARCELO SANTOS CARVALHO","MARCELO CARVALHO",6,1
"MARCELO VILELA CAULI","MARCELO VILELA",8,1
"MARCIO ANTONIO DE OLIVEIRA","MARCIO BILEY",7,1
"MARCIO BAHIA DUTRA","MARCIO BAHIA",8,1
"MARCIO REINALDO DIAS MOREIRA","MARCIO REINALDO",8,1
"MARCIO RODRIGUES CORDEIRO","ZOI BAD BOY O RETORNO",3,1
"MARCO AURELIO DE FREITAS LISBOA","MARCO LISBOA",6,1
"MARCO REGIS DE ALMEIDA LIMA","MARCO REGIS",8,1
"MARCO RODRIGO RIOS BERTOLACINI","MARCO RIOS",8,1
"MARCO ROGERIO FARIA DE OLIVEIRA","MARCÃO",6,1
"MARCO ZALEM RITA","DORO DA SAUDE",5,1
"MARCOS ANTONIO DE OLIVEIRA ALONSO","BREOSO",6,1
"MARCOS EDUARDO DE ANDRADE","DR. MARCOS EDUARDO",8,1
"MARCOS GUIMARAES DE CERQUEIRA LIMA","MARCOS LIMA",8,1
"MARCOS MESQUITA FILHO","MESQUITÃO",8,1
"MARCOS MONTES CORDEIRO","MARCOS MONTES",8,1
"MARCOS REZENDE SPINOLA","MARCOS DE CATAGUASES",8,1
"MARCOS TULIO DE OLIVEIRA","SGT TULIO",8,1
"MARCUS GARVEY PRATTI","IRMAO MARCUS PRATTI",7,1
"MARCUS VINICIUS CAETANO PESTANA DA SILVA","MARCUS PESTANA",8,1
"MARCILIO CARLOS FERREIRA","DR. MARCÍLIO",8,1
"MARDELENE CEZAR RODRIGUES DE JESUS","MARDELENE DA ROSA DE SARON",5,1
"MARIA ALVES DE FIGUEIREDO","PASTORA IRMÃ MARIA",6,1
"MARIA AUGUSTA DORNAS","PROFª MARIA AUGUSTA DORNAS",8,1
"MARIA DA CONCEICAO CARLOS TAVARES","MARIA DA CONCEIÇÃO TAVARES",5,1
"MARIA DA CONCEICAO SALES","MARIA SALES",5,1
"MARIA DA PENHA RODRIGUES PALMEIRA","MARIA DA PENHA",3,1
"MARIA DAS GRACAS TAKAHASHI","GRAÇA TAKAHASHI",6,1
"MARIA DO SOCORRO JO MORAES","JÔ MORAES",7,1
"MARIA GORETE PEREIRA AUGUSTO","GORETE AUGUSTO",7,1
"MARIA GORETE RIOS","DRA. GORETE RIOS",8,1
"MARIA HELENA GOMES","LENA GOMES",6,1
"MARIA JUNIA PEREIRA SOBRINHO","JUNIA SOBRINHO",4,1
"MARIA LUCIA DIAS VALENTIM","MARIA LUCIA LIA",3,1
"MARIA LUIZA LOPES DA COSTA","MALU",8,1
"MARIA MARGARIDA MARTINS SALOMAO","MARGARIDA SALOMÃO",8,1
"MARIA PEREIRA DOS REIS","LIA MOVEIS",3,1
"MARIA PERPETUO SOCORRO DE MORAIS","MARIA PERPETUO",8,1
"MARIA SALETE DOS SANTOS","SALETE",7,1
"MARILDA RIBEIRO RESENDE","MARILDA",8,1
"MARIO DE LACERDA WERNECK NETO","MARIO WERNECK",8,1
"MARIO DE OLIVEIRA","MARIO DE OLIVEIRA",4,1
"MARIO JORGE RIBEIRO DA SILVA","MARIO JORGE RIBEIRO",8,1
"MARLENE ELMAZA GOMES FIGUEIREDO ROCHA","MARLENE ELMAZA",6,1
"MAURO LUIZ DA SILVA","MAURO LUIZ",6,1
"MAURO RIBEIRO LOPES","MAURO LOPES",8,1
"MELQUISEDEQUE GOMES DOS SANTOS","MELQUESEDEQUE",6,1
"MESSIAS DE FATIMA CORREA","DR.MESSIAS CORREA",8,1
"MIGUEL CORREA DA SILVA JUNIOR","MIGUEL CORREA",8,1
"MIGUEL ANGELO DOS SANTOS","MIGUEL ÂNGELO",8,1
"MILTON CAMILO LOPES","MILTON CAMILO",7,1
"MILTON DOS SANTOS NASCIMENTO","MILTON NASCIMENTO",7,1
"MOACIR PEREIRA COIMBRA","MOACIR COIMBRA",6,1
"MUNIR JACOB","MUNIR JACOB",8,1
"MURILO FERREIRA ALVES","MURILO",8,1
"MYRNA DE CAMPOS ABREU BERTOLINI","MYRNA",6,1
"MARIO LUCIO HERINGER","DR.MÁRIO HERINGER",8,1
"NARCIO RODRIGUES DA SILVEIRA","NARCIO",6,1
"NASTA HANNA JOUKHADAR","HANNA",8,1
"NATANIAS BERTOLINI BUENO","NATAN BUENO",7,1
"NEIDSON DIAS FREITAS","NEIDSON DIAS FREITAS",8,1
"NELSON DA SILVA PEREIRA","NELSON PEREIRA",8,1
"NEREU EDSON DO CARMO","NEREU EDSON",8,1
"NEUSA APARECIDA DOS SANTOS","NEUSINHA SANTOS",8,1
"NEWTON CARDOSO","NEWTON CARDOSO",8,1
"NEY FRANCO JUNIOR","NEY FRANCO",8,1
"NEYMAR CAMILO DA SILVA","NEYMAR CAMILO",6,1
"NILMARIO DE MIRANDA","NILMÁRIO MIRANDA",8,1
"NILSON DAS MERCES","NILSON DAS MERCÊS",7,1
"NIVALDO SEVERINO RAMOS DE ARAUJO","NIVALDO ARAUJO",6,1
"NORALDINO LUCIO DIAS JUNIOR","NORALDINO JUNIOR",8,1
"OBELINO MARQUES DA SILVA","OBELINO",8,1
"ODAIR JOSE DA CUNHA","ODAIR CUNHA",8,1
"OLAVO BILAC PINTO NETO","BILAC PINTO",8,1
"OMAR RESENDE PERES FILHO","OMAR PERES",8,1
"ONEIVO ANDRADE CAMPOS","ONEIVO ANDRADE CAMPOS",3,1
"ONOFRE REIS SOARES","SUBTENENTE ONOFRE",8,1
"OSMAR DA SILVA","OSMAR SANFONEIRO",3,1
"OSMAR FONSECA DE REZENDE","OSMAR REZENDE",7,1
"OSVALDO PATROCINIO DA SILVA","VADINHO SETE BOIA",4,1
"OTAVIO MARCELO GUIMARAES","MARCELO GUIMARÃES",6,1
"OTAVIO GONCALVES FREITAS","OTÁVIO FREITAS",8,1
"PABLO CESAR DE SOUZA","PABLITO",7,1
"PAULINO DE MIRANDA NETO","PAULINHO MIRANDA",7,1
"PAULO ABI ACKEL","PAULO ABI ACKEL",8,1
"PAULO ALBERTO RISSO DE SOUZA","PAULO RISSO",8,1
"PAULO CESAR DE CARVALHO PETTERSEN","PAULO PETTERSEN",7,1
"PAULO CESAR FERREIRA DOS SANTOS","DR. PAULO CESAR",8,1
"PAULO GABRIEL GODINHO DELGADO","PAULO DELGADO",8,1
"PAULO GUSTAVO DIAS LOPES","PAULO LOPES",6,1
"PAULO PIAU NOGUEIRA","PAULO PIAU",8,1
"PEDRO CORREA ALVARENGA BARROS","PEDRO ALVARENGA",6,1
"PEDRO PAULO FERNANDES PESSOA","PJ - EX FIAT",6,1
"PERICLES RODRIGUES LEAO","PÉRICLES LEÃO",6,1
"RAFAEL RIBEIRO TEIXEIRA","DR.RAFAEL TEIXEIRA",8,1
"RANDOLFO JOSE BARBOSA","FICO",4,1
"RAPHAEL MOURA FRANCO","RAPHAEL FRANCO",6,1
"RAUL JOSE DE BELEM","RAUL BELÉM",7,1
"RAUL PINTO AIRES","RAUL PINTO AIRES",6,1
"RAYMUNDO LUIZ MOREIRA LOPES","RAYMUNDO LOPES",6,1
"REGINALDO LAZARO DE OLIVEIRA LOPES","REGINALDO LOPES",8,1
"REINALDO DUARTE COSTA","REINALDO DUARTE",6,1
"RENATO BARBOSA DE ANDRADE","RENATO ANDRADE",6,1
"RENATO FARIA SILVA","RENATO TATICO",8,1
"RENATO LEOPOLDINO DE OLIVEIRA","RENATO LEOPOLDINO",6,1
"RENE SANTOS OLIVEIRA","RENNE BRASIL",7,1
"RENZO DO AMARAL BRAZ","RENZO BRAZ",8,1
"ROBERT WILLIAM DE CARVALHO","ROBERT WILLIAM",4,1
"ROBERTO GERALDO ALVES CORREA","ROBERTO CORREA",6,1
"ROBERTO RIBEIRO GONCALVES","ROBERTO GONÇALVES",8,1
"ROBERVAL MOREIRA SANTOS","ROBERVAL MOREIRA",4,1
"ROBSON GUIMARAES PINHEIRO","ROBSON GUIMARÃES",6,1
"ROBSON JERONIMO MACIEL","ROBSON MACIEL",6,1
"ROBSON MEIRA MEDEIROS","ROBSON SOUZINHA",4,1
"RODRIGO BATISTA DE CASTRO","RODRIGO DE CASTRO",8,1
"RODRIGO MOREIRA LADEIRA GRILO","DR. GRILO",8,1
"ROGERIO ALCANTARA DE MELO","ROGERIO ALCANTARA",8,1
"ROGERIO FARAH","FARAH",8,1
"ROGERIO FERNANDES","ROGÉRIO FERNANDES",7,1
"ROMANELY TEIXEIRA SARAIVA","PROFESSOR ROMANELY",8,1
"ROMULO CALIXTO MAGALHAES","SO ALEGRIA",6,1
"RONALD GERMANO SILVA","RONALD SILVA",7,1
"RONALDO GONZAGA DOS SANTOS","RONALDO GONZAGA",7,1
"RONALDO JOSE CUSTODIO","DR. RONALDO NADINHO",8,2
"RONALDO MARTINS FERREIRA","PROFESSOR RONALDO",8,1
"ROSANA NASCIMENTO","ROSANA PV",8,1
"ROSEMARY BAETA","ROSE BAETA",7,1
"ROVILSON DE ASSIS PIMENTEL","CANJIQUINHA",5,1
"ROVILSON DE LIMA","ROVILSON DE LIMA",6,1
"RUBENS ALMEIDA MURTA","RUBENS MURTA",7,1
"RUBENS SCHRODER SOBRINHO","RUBENS DO COREN",8,1
"RUBENS SOARES DA ROCHA","RUBINHO",3,1
"RUY ADRIANO BORGES MUNIZ","RUY MUNIZ",8,1
"SALVADOR NUNES DE AZEVEDO","SALVADOR",6,1
"SAMUEL FERREIRA GOMES","SAMUEL GOMES",6,1
"SANDER SIMAGLIO MACIEL","SANDER SIMAGLIO",8,1
"SANDRA MARIA LOPES","SANDRA LOPES",8,1
"SAULO MANOEL DA SILVEIRA","SAULO MANOEL",6,1
"SAULO MIRANDA PINTO","SAULO",6,1
"SAULO RODRIGUES DA COSTA","CAPITAO SAULO",8,1
"SEBASTIAO MIGUEL JORGE","CAPITAO JORGE",8,1
"SEBASTIAO NOGUEIRA","TIAO CASCUDO",6,1
"SERGIO AMERICANO MENDES","SERGIO AMERICANO",8,1
"SERGIO GONCALVES FERREIRA","SERGIO GONCALVES",6,1
"SEVERINA TAVARES DE ARAUJO","SEVERA",8,1
"SEVERO AUGUSTO DA SILVA NETO","CORONEL SEVERO",6,1
"SIFREDO GONCALVES QUARESMA","CABO SISI QUARESMA",4,1
"SILAS BRASILEIRO","SILAS BRASILEIRO",8,1
"SILVANO RODRIGUES DE ARAUJO","SILVANO ARAUJO",6,1
"SILVIO DE SA BATISTA","SILVIO DE SA",8,1
"SOLANGE VITORIA LOURENCO OLIVEIRA","SOLANGE",6,1
"SOLON DE CASTRO NEVES","SOLON NEVES",6,1
"STEFANO AGUIAR DOS SANTOS","STEFANO AGUIAR",8,1
"STELA MARES ALVES NEVES","STELA",6,1
"SUELI XAVIER DE OLIVEIRA","SUELI XAVIER",7,1
"SERGIO MIRANDA DE MATOS BRITO","SÉRGIO MIRANDA",7,1
"TEREZINHA GUNDIM BIAGI","TECA",6,1
"TULIO GONCALVES CORGOSINHO","TULIO CORGOSINHO",6,1
"URBANO ABRAO SIMAO","URBANO",8,1
"VALERIO JOSE DE PAULA VICTOR BRITO","DR VALERIO",8,1
"VALTER TEIXEIRA DE SOUZA","VALTINHO DO CAMINHÃO",4,1
"VANDERLEI DA ROCHA TEIXEIRA","VANDERLEI - DELEI",8,1
"VANDERLEI DA SILVA DOURADO","SARGENTO DOURADO",6,1
"VENICIO ROCHA","VENÍCIO ROCHA",8,1
"VICENTE DINAERTI CARVALHO","DINAERTI CARVALHO",5,1
"VICENTE DOS REIS MARINHO","RODOVIÁRIO VICENTE MARINHO",3,1
"VINICIO DE ALMEIDA E SILVA","MIM MESMO",6,1
"VINICIUS ANGELO ARAUJO","VINICIUS ARAUJO",6,1
"VIRGINIA LUCIA MENEZES PACHECO","TENENTE VIRGÍNIA",8,1
"VITOR DO CARMO CARNEIRO","VITOR CARNEIRO",8,1
"VITOR PENIDO DE BARROS","VITOR PENIDO",8,1
"VIVIANE FERREIRA DOS SANTOS","VIVIANE FERREIRA",6,1
"WADSON NATHANIEL RIBEIRO","WADSON RIBEIRO",7,1
"WAGNER DE CASTRO","WAGNER DENTISTA",8,1
"WALDEMAR LEITE","W. LEITE",7,1
"WALDIR DA SILVA","WALDIR DA SILVA",8,1
"WALFREDO RODRIGUES FILHO","WALFREDO",8,1
"WALLACY DE MENEZES ALVES","WALLACY MENEZES",8,1
"WALTER DA ROCHA TOSTA","WALTER TOSTA",6,1
"WALTER FERREIRA DE ARAUJO","WALTER FERREIRA",4,1
"WANDERSON JOSE DA COSTA","WANDERSON MINEIRO",6,1
"WANDERSON MATOZINHO DE SOUZA","DECINHO BARBEIRO",3,1
"WEDERSON OSMAR MOREIRA","WEDERSON MOREIRA",8,1
"WELINTON SCUTARI","WELINTON SCUTARI",4,1
"WELITON FERNANDES PRADO","WELITON PRADO",8,1
"WELLINGTON SALGADO DE OLIVEIRA","WELLINGTON SALGADO",8,1
"WILLER MARCOS FERREIRA","WILLER MARCAO",4,1
"WILLIAM PARREIRA DUARTE","WILLIAM PARREIRA",4,1
"WILLIAM SILVA DA CONCEICAO","WILLIAM DO EXPRESSO",6,1
"WILLIAN HENRIQUE FRANCA","WILLIAM FRANCA",7,1
"WILSON GONCALVES DE OLIVEIRA","CB WILSON (DO GAS)",6,1
"WILSON JOSE DA CUNHA","WILSON CUNHA",4,1
"WILSON LUIZ DIAS GOUVEIA","DR WILSON GOUVEIA",8,1
"WLADIMIR PRATES PEDROSO","WLADIMIR PEDROSO",7,1
"ZELINDA ALVES BICALHO","PROFESSORA ZELINDA BICALHO",8,1
"ADEMIR DE SOUSA OSIRO","ADEMIR OSIRO",8,1
"AKIRA OTSUBO","AKIRA",8,1
"ANTONIO CARLOS BIFFI","BIFFI",8,1
"ANTONIO FERREIRA DA CRUZ FILHO","DR ANTONIO CRUZ",8,1
"ANTONIO JULIANO DE BARROS","ANTONIO JULIANO",8,1
"CAIO AUGUSTO CESAR DE SOUZA MORAES","CAIO AUGUSTO",8,1
