"numLegislatura","ideCadastro","Nome Parlamentar","Nome","dataNascimento","sexo","partidoAtual","ufRepresentacaoAtual","nomeProfissao","email"
"54","154997","EMILIANO JOSE","EMILIANO JOSE DA SILVA FILHO","05/02/1946","M","PT","BA","

    ","dep.emilianojose@camara.gov.br"
"54","73893","ENIO BACCI","ENIO EGON BERGMANN BACCI","19/09/1958","M","PDT","RS","Advogado","dep.eniobacci@camara.gov.br"
"54","160575","ERIKA KOKAY","ERIKA JUCA KOKAY","15/08/1957","F","PT","DF","Bancário","dep.erikakokay@camara.gov.br"
"54","99654","ERIVELTON SANTANA","ERIVELTON LIMA SANTANA","29/01/1965","M","PSC","BA","Assessor Político, Auxiliar de Administração","dep.eriveltonsantana@camara.gov.br"
"54","171782","ERON BEZERRA","ERONILDO BRAGA BEZERRA","09/02/1953","M","PCdoB","AM","

    ","dep.eronbezerra@camara.gov.br"
"54","160640","EROS BIONDINI","EROS FERREIRA BIONDINI","20/05/1971","M","PTB","MG","Médico Veterinário, Músico","dep.erosbiondini@camara.gov.br"
"54","160644","MIRIQUINHO BATISTA","ESMERINO NERI BATISTA FILHO","11/07/1952","M","PT","PA","Professor de Ensino Médio","dep.miriquinhobatista@camara.gov.br"
"54","160649","ESPERIDIAO AMIN","ESPERIDIAO AMIN HELOU FILHO","21/12/1947","M","PP","SC","Administrador, Advogado, Professor Universitário","dep.esperidiaoamin@camara.gov.br"
"54","171621","EURICO JUNIOR","EURICO PINHEIRO BERNARDES JUNIOR","18/01/1959","M","PV","RJ","

    ","dep.euricojunior@camara.gov.br"
"54","74345","EVANDRO MILHOMEN","EVANDRO COSTA MILHOMEN","21/04/1962","M","PCdoB","AP","Sociólogo","dep.evandromilhomen@camara.gov.br"
"54","141427","FABIO RAMALHO","FABIO AUGUSTO RAMALHO DOS SANTOS","22/12/1961","M","PV","MG","Empresário","dep.fabioramalho@camara.gov.br"
"54","171623","FABIO REIS","FABIO DE ALMEIDA REIS","15/04/1977","M","PMDB","SE","

    ","dep.fabioreis@camara.gov.br"
"54","74062","FABIO SOUTO","FABIO LOUREIRO SOUTO","18/01/1973","M","DEM","BA","Economista","dep.fabiosouto@camara.gov.br"
"54","160587","FABIO TRAD","FABIO RICARDO TRAD","18/08/1969","M","PMDB","MS","Advogado","dep.fabiotrad@camara.gov.br"
"54","149327","MAJOR FABIO","FABIO RODRIGUES DE OLIVEIRA","04/11/1969","M","PROS","PB","

    ","dep.majorfabio@camara.gov.br"
"54","141428","FABIO FARIA","FABIO SALUSTINO MESQUITA DE FARIA","01/09/1977","M","PSD","RN","Administrador de Empresas","dep.fabiofaria@camara.gov.br"
"54","74065","FATIMA PELAES","FATIMA LUCIA PELAES","13/02/1959","F","PMDB","AP","SOCIÓLOGO","dep.fatimapelaes@camara.gov.br"
"54","141429","FELIPE MAIA","FELIPE CATALAO MAIA","07/12/1973","M","DEM","RN","Advogado","dep.felipemaia@camara.gov.br"
"54","141430","FELIPE BORNIER","FELIPE LEONE BORNIER DE OLIVEIRA","26/12/1978","M","PSD","RJ","EMPRESÁRIO","dep.felipebornier@camara.gov.br"
"54","160666","FELIX MENDONCA JUNIOR","FELIX DE ALMEIDA MENDONCA JUNIOR","29/11/1963","M","PDT","BA","

    ","dep.felixmendoncajunior@camara.gov.br"
"54","163831","FERNANDO JORDAO","FERNANDO ANTONIO CECILIANO JORDAO","23/06/1952","M","PMDB","RJ","

    ","dep.fernandojordao@camara.gov.br"
"54","141431","FERNANDO COELHO FILHO","FERNANDO BEZERRA DE SOUZA COELHO FILHO","28/02/1984","M","PSB","PE","Administrador de Empresas","dep.fernandocoelhofilho@camara.gov.br"
"54","74417","FERNANDO FERRO","FERNANDO DANTAS FERRO","05/09/1951","M","PT","PE","Engenheiro Elétrico","dep.fernandoferro@camara.gov.br"
"54","160676","FERNANDO TORRES","FERNANDO DANTAS TORRES","28/12/1968","M","PSD","BA","Empresário","dep.fernandotorres@camara.gov.br"
"54","160646","FERNANDO FRANCISCHINI","FERNANDO DESTITO FRANCISCHINI","26/03/1970","M","SD","PR","Delegado de Polícia Federal","dep.fernandofrancischini@camara.gov.br"
"54","74843","FERNANDO LOPES","FERNANDO LOPES DE ALMEIDA","03/12/1946","M","PMDB","RJ","Professor e Economista","dep.fernandolopes@camara.gov.br"
"54","74383","GIACOBO","FERNANDO LUCIO GIACOBO","17/12/1970","M","PR","PR","Empresário","dep.giacobo@camara.gov.br"
"54","73481","FERNANDO MARRONI","FERNANDO STEPHAN MARRONI","31/07/1956","M","PT","RS","

    ","dep.fernandomarroni@camara.gov.br"
"54","141433","FILIPE PEREIRA","FILIPE DE ALMEIDA PEREIRA","16/11/1983","M","PSC","RJ","ADMINISTRADOR DE EMPRESAS, EMPRESÁRIO","dep.filipepereira@camara.gov.br"
"54","160598","FLAVIA MORAIS","FLAVIA CARREIRO ALBUQUERQUE MORAIS","26/04/1969","F","PDT","GO","Professora de Educação Física","dep.flaviamorais@camara.gov.br"
"54","141434","FLAVIANO MELO","FLAVIANO FLAVIO BAPTISTA DE MELO","17/11/1949","M","PMDB","AC","ENGENHEIRO CIVIL","dep.flavianomelo@camara.gov.br"
"54","73459","DR. ROSINHA","FLORISVALDO FIER","12/11/1950","M","PT","PR","Médico e Servidor Público","dep.dr.rosinha@camara.gov.br"
"54","74103","ARIOSTO HOLANDA","FRANCISCO ARIOSTO HOLANDA","11/10/1938","M","PROS","CE","Professor Universitário e Engenheiro Civil","dep.ariostoholanda@camara.gov.br"
"54","62881","DANILO FORTE","FRANCISCO DANILO BASTOS FORTE","01/09/1958","M","PMDB","CE","Advogado","dep.daniloforte@camara.gov.br"
"54","172029","FRANCISCO CHAGAS","FRANCISCO DAS CHAGAS FRANCILINO","21/04/1956","M","PT","SP","

    ","dep.franciscochagas@camara.gov.br"
"54","159237","ASSIS CARVALHO","FRANCISCO DE ASSIS CARVALHO GONCALVES","09/09/1961","M","PT","PI","Funcionário Público Federal","dep.assiscarvalho@camara.gov.br"
"54","178387","FRANCISCO DE ASSIS","FRANCISCO DE ASSIS NUNES","08/09/1962","M","PT","SC","

    ","dep.franciscodeassis@camara.gov.br"
"54","141438","FRANCISCO PRACIANO","FRANCISCO EDNALDO PRACIANO","18/02/1952","M","PT","AM","Economista e Analista de Sistemas","dep.franciscopraciano@camara.gov.br"
"54","160642","PASTOR EURICO","FRANCISCO EURICO DA SILVA","12/09/1962","M","PSB","PE","Comerciário, Comunicador de Rádio","dep.pastoreurico@camara.gov.br"
"54","165675","FRANCISCO ARAUJO","FRANCISCO EVANGELISTA DOS SANTOS DE ARAUJO","03/04/1968","M","PSD","RR","

    ","dep.franciscoaraujo@camara.gov.br"
"54","160976","TIRIRICA","FRANCISCO EVERARDO OLIVEIRA SILVA","01/05/1965","M","PR","SP","Ator","dep.tiririca@camara.gov.br"
"54","160677","FRANCISCO FLORIANO","FRANCISCO FLORIANO DE SOUSA SILVA","21/09/1959","M","PR","RJ","Apresentador de Televisão, Locutor, Publicitário, Representante Comercial","dep.franciscofloriano@camara.gov.br"
"54","141439","CHICO D'ANGELO","FRANCISCO JOSE D'ANGELO PINTO","11/02/1953","M","PT","RJ","Médico","dep.chicodangelo@camara.gov.br"
"54","141440","CHICO LOPES","FRANCISCO LOPES DA SILVA","13/08/1939","M","PCdoB","CE","Professor e Auditor-Fiscal","dep.chicolopes@camara.gov.br"
"54","137983","FRANCISCO ESCORCIO","FRANCISCO LUIZ ESCORCIO LIMA","18/07/1949","M","PMDB","MA","Empresário","dep.franciscoescorcio@camara.gov.br"
"54","172711","PLINIO VALERIO","FRANCISCO PLINIO VALERIO TOMAZ","31/01/1955","M","PSDB","AM","

    ","dep.pliniovalerio@camara.gov.br"
"54","74171","CHICO ALENCAR","FRANCISCO RODRIGUES DE ALENCAR FILHO","19/10/1949","M","PSOL","RJ","PROFESSOR DE ENSINO SUPERIOR","dep.chicoalencar@camara.gov.br"
"54","160634","CHICO DAS VERDURAS","FRANCISCO VIEIRA SAMPAIO","18/05/1950","M","PRP","RR","Carpinteiro, Empresário, Motorista","dep.chicodasverduras@camara.gov.br"
"54","160537","GABRIEL CHALITA","GABRIEL BENEDITO ISSAAC CHALITA","30/04/1969","M","PMDB","SP","Escritor, Professor Universitário","dep.gabrielchalita@camara.gov.br"
"54","129037","GABRIEL GUIMARAES","GABRIEL GUIMARAES DE ANDRADE","06/06/1983","M","PT","MG","Advogado","dep.gabrielguimaraes@camara.gov.br"
"54","74200","GASTAO VIEIRA","GASTAO DIAS VIEIRA","15/06/1946","M","PMDB","MA","Advogado","dep.gastaovieira@camara.gov.br"
"54","165429","GEAN LOUREIRO","GEAN MARQUES LOUREIRO","09/10/1972","M","PMDB","SC","Advogado e Administrador","dep.geanloureiro@camara.gov.br"
"54","160669","GENECIAS NORONHA","GENECIAS MATEUS NORONHA","13/03/1963","M","SD","CE","Empresário","dep.geneciasnoronha@camara.gov.br"
"54","141441","GEORGE HILTON","GEORGE HILTON DOS SANTOS CECILIO","11/06/1971","M","PRB","MG","Radialista, Apresentador de Televisão, Teólogo e Animador","dep.georgehilton@camara.gov.br"
"54","74802","MAGELA","GERALDO MAGELA PEREIRA","26/12/1956","M","PT","DF","BANCÁRIO","dep.magela@camara.gov.br"
"54","74374","GERALDO RESENDE","GERALDO RESENDE PEREIRA","20/04/1955","M","PMDB","MS","MEDICO","dep.geraldoresende@camara.gov.br"
"54","74566","GERALDO SIMOES","GERALDO SIMOES DE OLIVEIRA","13/11/1953","M","PT","BA","Administrador de Empresas, Técnico Agrícola e Funcionário Público Federal","dep.geraldosimoes@camara.gov.br"
"54","74151","GERALDO THADEU","GERALDO THADEU PEDREIRA DOS SANTOS","26/10/1945","M","PSD","MG","ODONTOLOGO","dep.geraldothadeu@camara.gov.br"
"54","141445","PEPE VARGAS","GILBERTO JOSE SPIER VARGAS","29/10/1958","M","PT","RS","Médico","dep.pepevargas@camara.gov.br"
"54","74581","GILMAR MACHADO","GILMAR ALVES MACHADO","06/11/1961","M","PT","MG","Professor de História","dep.gilmarmachado@camara.gov.br"
"54","160673","GIOVANI CHERINI","GIOVANI CHERINI","23/06/1960","M","PDT","RS","Tecnólogo em Cooperativismo","dep.giovanicherini@camara.gov.br"
"54","74077","GIOVANNI QUEIROZ","GIOVANNI CORREA QUEIROZ","15/07/1946","M","PDT","PA","Médico e Agropecuarista","dep.giovanniqueiroz@camara.gov.br"
"54","74558","GIVALDO CARIMBAO","GIVALDO DE SA GOUVEIA","14/10/1957","M","PROS","AL","Comerciante e Gráfico","dep.givaldocarimbao@camara.gov.br"
"54","141446","GLADSON CAMELI","GLADSON DE LIMA CAMELI","26/03/1978","M","PP","AC","EMPRESÁRIO, ENGENHEIRO CIVIL","dep.gladsoncameli@camara.gov.br"
"54","152605","GLAUBER BRAGA","GLAUBER DE MEDEIROS BRAGA","26/06/1982","M","PSB","RJ","Bacharel em Direito","dep.glauberbraga@camara.gov.br"
"54","173802","GOIACIARA CRUZ","GOIACIARA TAVARES CRUZ","07/10/1954","F","PR","TO","

    ","dep.goiaciaracruz@camara.gov.br"
"54","141447","GUILHERME CAMPOS","GUILHERME CAMPOS JUNIOR","20/11/1962","M","PSD","SP","Comerciante e Empresário","dep.guilhermecampos@camara.gov.br"
"54","160667","GUILHERME MUSSI","GUILHERME MUSSI FERREIRA","14/10/1982","M","PP","SP","Administrador de Empresas","dep.guilhermemussi@camara.gov.br"
"54","176120","GUSTAVO PETTA","GUSTAVO LEMOS PETTA","25/12/1980","M","PCdoB","SP","

    ","dep.gustavopetta@camara.gov.br"
"54","175737","HELCIO SILVA","HELCIO ANTONIO DA SILVA","22/02/1963","M","PT","SP","Advogado","dep.helciosilva@camara.gov.br"
"54","160590","HELIO SANTOS","HELIO BATISTA DOS SANTOS","01/12/1963","M","PSDB","MA","Agropecuarista","dep.heliosantos@camara.gov.br"
"54","73940","HENRIQUE AFONSO","HENRIQUE AFONSO SOARES LIMA","03/12/1964","M","PV","AC","PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS","dep.henriqueafonso@camara.gov.br"
"54","74324","HENRIQUE EDUARDO ALVES","HENRIQUE EDUARDO LYRA ALVES","09/12/1948","M","PMDB","RN","Bacharel em Direito","dep.henriqueeduardoalves@camara.gov.br"
"54","73482","HENRIQUE FONTANA","HENRIQUE FONTANA JUNIOR","18/01/1960","M","PT","RS","Médico e Administrador de Empresas","dep.henriquefontana@camara.gov.br"
"54","160554","BERINHO BANTIM","HERBSON JAIRO RIBEIRO BANTIM","20/11/1958","M","SD","RR","

    ","dep.berinhobantim@camara.gov.br"
"54","73772","HERMES PARCIANELLO","HERMES PARCIANELLO","25/04/1958","M","PMDB","PR","Contador","dep.hermesparcianello@camara.gov.br"
"54","160596","HEULER CRUVINEL","HEULER ABREU CRUVINEL","06/02/1978","M","PSD","GO","

    ","dep.heulercruvinel@camara.gov.br"
"54","74385","TAKAYAMA","HIDEKAZU TAKAYAMA","20/04/1948","M","PSC","PR","Professor, Empresário e Ministro Evangélico","dep.takayama@camara.gov.br"
"54","141448","HOMERO PEREIRA","HOMERO ALVES PEREIRA","25/05/1955","M","PSD","MT","Produtor Rural e Técnico em Agropecuária","dep.homeropereira@camara.gov.br"
"54","141450","HUGO LEAL","HUGO LEAL MELO DA SILVA","06/08/1962","M","PROS","RJ","Advogado","dep.hugoleal@camara.gov.br"
"54","160674","HUGO MOTTA","HUGO MOTTA WANDERLEY DA NOBREGA","11/09/1989","M","PMDB","PB","Estudante Universitário","dep.hugomotta@camara.gov.br"
"54","160974","HUGO NAPOLEAO","HUGO NAPOLEAO DO REGO NETO","31/10/1943","M","PSD","PI","Advogado, Professor","dep.hugonapoleao@camara.gov.br"
"54","74662","HUMBERTO SOUTO","HUMBERTO GUIMARAES SOUTO","03/06/1934","M","PPS","MG","Contador e Advogado","dep.humbertosouto@camara.gov.br"
"54","74780","IARA BERNARDI","IARA BERNARDI","02/06/1952","F","PT","SP","Professora","dep.iarabernardi@camara.gov.br"
"54","74421","INOCENCIO OLIVEIRA","INOCENCIO GOMES DE OLIVEIRA","21/10/1938","M","PR","PE","Médico","dep.inocenciooliveira@camara.gov.br"
"54","160659","KEIKO OTA","IOLANDA KEIKO MIASHIRO OTA","28/09/1956","F","PSB","SP","Empresária, Escritor","dep.keikoota@camara.gov.br"
"54","67138","IRACEMA PORTELLA","IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA","23/04/1966","F","PP","PI","Empresária, Professor","dep.iracemaportella@camara.gov.br"
"54","81232","IRAJA ABREU","IRAJA SILVESTRE FILHO","03/02/1983","M","PSD","TO","Empresário, Produtor Rural","dep.irajaabreu@camara.gov.br"
"54","74162","IRINY LOPES","IRINY NICOLAU CORRES LOPES","12/02/1956","F","PT","ES","OUTROS","dep.irinylopes@camara.gov.br"
"54","141453","IRIS DE ARAUJO","IRIS DE ARAUJO REZENDE MACHADO","07/05/1943","F","PMDB","GO","Administrador Público","dep.irisdearaujo@camara.gov.br"
"54","74152","ISAIAS SILVESTRE","ISAIAS SILVESTRE","18/03/1948","M","PSB","MG","

    ","dep.isaiassilvestre@camara.gov.br"
"54","73531","IVAN VALENTE","IVAN VALENTE","05/07/1946","M","PSOL","SP","Matemático e Engenheiro.","dep.ivanvalente@camara.gov.br"
"54","4931","IZALCI","IZALCI LUCAS FERREIRA","07/04/1956","M","PSDB","DF","Contador, Professor","dep.izalci@camara.gov.br"
"54","141454","ALFREDO KAEFER","JACOB ALFREDO STOFFELS KAEFER","07/11/1955","M","PSDB","PR","Industrial","dep.alfredokaefer@camara.gov.br"
"54","74665","JAIME MARTINS","JAIME MARTINS FILHO","17/06/1953","M","PSD","MG","Empresário, Engenheiro e Advogado","dep.jaimemartins@camara.gov.br"
"54","74847","JAIR BOLSONARO","JAIR MESSIAS BOLSONARO","21/03/1955","M","PP","RJ","Militar","dep.jairbolsonaro@camara.gov.br"
"54","3151","JAIRO ATAIDE","JAIRO ATAIDE VIEIRA","18/09/1944","M","DEM","MG","

    ","dep.jairoataide@camara.gov.br"
"54","74848","JANDIRA FEGHALI","JANDIRA FEGHALI","17/05/1957","F","PCdoB","RJ","Médico, Músico","dep.jandirafeghali@camara.gov.br"
"54","73926","JANETE CAPIBERIBE","JANETE MARIA GOES CAPIBERIBE","12/05/1949","F","PSB","AP","

    ","dep.janetecapiberibe@camara.gov.br"
"54","141455","JANETE ROCHA PIETA","JANETE ROCHA PIETA","03/11/1946","F","PT","SP","Professora e Arquiteta","dep.janeterochapieta@camara.gov.br"
"54","160675","JANIO NATAL","JANIO NATAL ANDRADE BORGES","25/12/1953","M","PRP","BA","Administrador","dep.janionatal@camara.gov.br"
"54","97822","JAQUELINE RORIZ","JAQUELINE MARIA RORIZ","18/08/1962","F","PMN","DF","Pedagogo","dep.jaquelineroriz@camara.gov.br"
"54","160672","JEAN WYLLYS","JEAN WYLLYS DE MATOS SANTOS","10/03/1974","M","PSOL","RJ","Comunicador, Escritor, Jornalista, Professor Universitário","dep.jeanwyllys@camara.gov.br"
"54","74273","JEFFERSON CAMPOS","JEFFERSON ALVES DE CAMPOS","26/10/1964","M","PSD","SP","Ministro do Evangelho, Advogado, Tecnologo, Radialista, Bacharel em Teologia","dep.jeffersoncampos@camara.gov.br"
"54","160570","JERONIMO GOERGEN","JERONIMO PIZZOLOTTO GOERGEN","20/01/1976","M","PP","RS","Advogado","dep.jeronimogoergen@camara.gov.br"
"54","160671","JESUS RODRIGUES","JESUS RODRIGUES ALVES","09/04/1959","M","PT","PI","Industrial","dep.jesusrodrigues@camara.gov.br"
"54","141456","JILMAR TATTO","JILMAR AUGUSTINHO TATTO","25/06/1965","M","PT","SP","Professor e Empresário","dep.jilmartatto@camara.gov.br"
"54","73874","JOAO PIZZOLATTI","JOAO ALBERTO PIZZOLATTI JUNIOR","31/10/1961","M","PP","SC","Servidor Público e Engenheiro Civil","dep.joaopizzolatti@camara.gov.br"
"54","160574","JOAO ANANIAS","JOAO ANANIAS VASCONCELOS NETO","23/04/1954","M","PCdoB","CE","Doutor em Medicina","dep.joaoananias@camara.gov.br"
"54","141457","JOAO BITTAR","JOAO BITTAR JUNIOR","17/04/1963","M","DEM","MG","

    ","dep.joaobittar@camara.gov.br"
"54","74559","JOAO CALDAS","JOAO CALDAS DA SILVA","24/06/1960","M","SD","AL","

    ","dep.joaocaldas@camara.gov.br"
"54","74366","JOAO CAMPOS","JOAO CAMPOS DE ARAUJO","28/12/1962","M","PSDB","GO","Delegado de Polícia","dep.joaocampos@camara.gov.br"
"54","141458","JOAO CARLOS BACELAR","JOAO CARLOS PAOLILO BACELAR FILHO","08/10/1972","M","PR","BA","Engenheiro Civil","dep.joaocarlosbacelar@camara.gov.br"
"54","160556","PADRE JOAO","JOAO CARLOS SIQUEIRA","28/02/1967","M","PT","MG","Sacerdote Católico","dep.padrejoao@camara.gov.br"
"54","141459","JOAO MAIA","JOAO DA SILVA MAIA","20/09/1953","M","PR","RN","Economista","dep.joaomaia@camara.gov.br"
"54","161904","DUDIMAR PAXIUBA","JOAO DUDIMAR DE AZEVEDO PAXIUBA","07/03/1956","M","PROS","PA","

    ","dep.dudimarpaxiuba@camara.gov.br"
"54","73682","JOAO DADO","JOAO EDUARDO DADO LEITE DE CARVALHO","16/12/1954","M","SD","SP","AGENTE FISCAL DE RENDAS","dep.joaodado@camara.gov.br"
"54","74550","JOAO LEAO","JOAO FELIPE DE SOUZA LEAO","27/02/1946","M","PP","BA","Empresário","dep.joaoleao@camara.gov.br"
"54","160573","JOAO ARRUDA","JOAO JOSE DE ARRUDA JUNIOR","22/05/1976","M","PMDB","PR","Bacharel em Ciências Físicas e Naturais","dep.joaoarruda@camara.gov.br"
"54","74049","JOAO LYRA","JOAO JOSE PEREIRA DE LYRA","17/06/1931","M","PSD","AL","Advogado, Industrial","dep.joaolyra@camara.gov.br"
"54","74120","JOAO MAGALHAES","JOAO LUCIO MAGALHAES BIFANO","06/02/1960","M","PMDB","MG","Pecuarista e Cafeicultor","dep.joaomagalhaes@camara.gov.br"
"54","160547","LUIZ ARGOLO","JOAO LUIZ CORREIA ARGOLO DOS SANTOS","23/06/1980","M","SD","BA","Administrador, Empresário, Pecuarista","dep.luizargolo@camara.gov.br"
"54","73534","JOAO PAULO CUNHA","JOAO PAULO CUNHA","06/06/1958","M","PT","SP","Metalúrgico","dep.joaopaulocunha@camara.gov.br"
"54","160549","JOAO PAULO LIMA","JOAO PAULO LIMA E SILVA","31/12/1952","M","PT","PE","Economista","dep.joaopaulolima@camara.gov.br"
"54","160571","JOAO RODRIGUES","JOAO RODRIGUES","23/03/1967","M","PSD","SC","Empresário, Radialista","dep.joaorodrigues@camara.gov.br"
"54","74372","SANDES JUNIOR","JOAO SANDES JUNIOR","28/04/1959","M","PP","GO"," Radialista e Advogado","dep.sandesjunior@camara.gov.br"
"54","141461","JOAQUIM BELTRAO","JOAQUIM BELTRAO SIQUEIRA","25/10/1957","M","PMDB","AL","ENGENHEIRO ELETRICISTA, AGRICULTOR","dep.joaquimbeltrao@camara.gov.br"
"54","141462","LIRA MAIA","JOAQUIM DE LIRA MAIA","01/09/1952","M","DEM","PA","ENGENHEIRO AGRÔNOMO","dep.liramaia@camara.gov.br"
"54","160531","JHONATAN DE JESUS","JOHNATHAN PEREIRA DE JESUS","03/09/1983","M","PRB","RR","Empresário","dep.jhonatandejesus@camara.gov.br"
"54","160548","JONAS DONIZETTE","JONAS DONIZETTE FERREIRA","25/06/1965","M","PSB","SP","Radialista","dep.jonasdonizette@camara.gov.br"
"54","73904","MENDES RIBEIRO FILHO","JORGE ALBERTO PORTANOVA MENDES RIBEIRO FILHO","27/12/1954","M","PMDB","RS","Advogado","dep.mendesribeirofilho@camara.gov.br"
"54","74388","JORGE BOEIRA","JORGE CATARINO LEONARDELI BOEIRA","05/11/1955","M","PP","SC","Engenheiro Mecânico.","dep.jorgeboeira@camara.gov.br"
"54","160625","ZOINHO","JORGE DE OLIVEIRA","15/12/1952","M","PR","RJ","

    ","dep.zoinho@camara.gov.br"
"54","73569","JORGE PINHEIRO","JORGE DOS REIS PINHEIRO","12/10/1966","M","PRB","GO","Técnico Contabilidade, Estatística, Economia Doméstica e Administração","dep.jorgepinheiro@camara.gov.br"
"54","74686","JORGE BITTAR","JORGE RICARDO BITTAR","25/10/1948","M","PT","RJ","Engenheiro Eletrônico","dep.jorgebittar@camara.gov.br"
"54","160643","DR. JORGE SILVA","JORGE SILVA","03/06/1952","M","PROS","ES","Médico","dep.dr.jorgesilva@camara.gov.br"
"54","73535","JORGE TADEU MUDALEN","JORGE TADEU MUDALEN","03/01/1955","M","DEM","SP","Engenheiro Civil","dep.jorgetadeumudalen@camara.gov.br"
"54","160572","JORGE CORTE REAL","JORGE WICKS CORTE REAL","09/05/1951","M","PTB","PE","Engenheiro Civil","dep.jorgecortereal@camara.gov.br"
"54","160509","JORGINHO MELLO","JORGINHO DOS SANTOS MELLO","15/07/1956","M","PR","SC","Advogado, Bancário","dep.jorginhomello@camara.gov.br"
"54","141463","ABELARDO CAMARINHA","JOSE ABELARDO GUIMARAES CAMARINHA","22/03/1952","M","PSB","SP","Advogado e Professor","dep.abelardocamarinha@camara.gov.br"
"54","141464","JOSE AIRTON","JOSE AIRTON FELIX CIRILO DA SILVA","21/02/1957","M","PT","CE","Advogado e Engenheiro Civil","dep.joseairton@camara.gov.br"
"54","160582","ALBERTO FILHO","JOSE ALBERTO OLIVEIRA VELOSO FILHO","10/02/1987","M","PMDB","MA","Bacharel em Direito","dep.albertofilho@camara.gov.br"
"54","73428","ALDO REBELO","JOSE ALDO REBELO FIGUEIREDO","23/02/1956","M","PCdoB","SP","Jornalista e Redator","dep.aldorebelo@camara.gov.br"
"54","136811","AFONSO HAMM","JOSE ALFONSO EBERT HAMM","25/04/1962","M","PP","RS","Engenheiro Agrônomo","dep.afonsohamm@camara.gov.br"
"54","160626","ALMEIDA LIMA","JOSE ALMEIDA LIMA","28/09/1953","M","PMDB","SE","Advogado, Professor de Direito","dep.almeidalima@camara.gov.br"
"54","74554","JOSE ROCHA","JOSE ALVES ROCHA","18/08/1948","M","PR","BA","Médico","dep.joserocha@camara.gov.br"
"54","73536","JOSE ANIBAL","JOSE ANIBAL PERES DE PONTES","09/08/1947","M","PSDB","SP","Economista, Professor e Empresário","dep.joseanibal@camara.gov.br"
"54","89282","REGUFFE","JOSE ANTONIO MACHADO REGUFFE","05/09/1972","M","PDT","DF","Economista, Jornalista","dep.reguffe@camara.gov.br"
"54","74291","ARNON BEZERRA","JOSE ARNON CRUZ BEZERRA DE MENEZES","13/08/1951","M","PTB","CE","Médico","dep.arnonbezerra@camara.gov.br"
"54","160661","JOSE AUGUSTO MAIA","JOSE AUGUSTO MAIA","20/01/1956","M","PROS","PE","

    ","dep.joseaugustomaia@camara.gov.br"
"54","74079","JOSE PRIANTE","JOSE BENITO PRIANTE JUNIOR","02/12/1963","M","PMDB","PA","Advogado","dep.josepriante@camara.gov.br"
"54","160592","ZECA DIRCEU","JOSE CARLOS BECKER DE OLIVEIRA E SILVA","21/06/1978","M","PT","PR","Empresário","dep.zecadirceu@camara.gov.br"
"54","168253","ZE CARLOS DA PESCA","JOSE CARLOS DE JESUS RODRIGUES","08/02/1950","M","PP","BA","

    ","dep.zecarlosdapesca@camara.gov.br"
"54","74140","JOSE CARLOS ARAUJO","JOSE CARLOS LEAO DE ARAUJO","21/12/1944","M","PSD","BA","Administrador.","dep.josecarlosaraujo@camara.gov.br"
"54","160595","VAZ DE LIMA","JOSE CARLOS VAZ DE LIMA","29/11/1952","M","PSDB","SP","Agente Fiscal de Rendas","dep.vazdelima@camara.gov.br"
"54","73875","JOSE CARLOS VIEIRA","JOSE CARLOS VIEIRA","27/05/1953","M","PSD","SC","

    ","dep.josecarlosvieira@camara.gov.br"
"54","73933","ZEQUINHA MARINHO","JOSE DA CRUZ MARINHO","18/09/1959","M","PSC","PA","Técnico em Contabilidade e Pedagogo","dep.zequinhamarinho@camara.gov.br"
"54","74056","MENDONCA PRADO","JOSE DE ARAUJO MENDONCA SOBRINHO","14/10/1966","M","DEM","SE","ADVOGADO","dep.mendoncaprado@camara.gov.br"
"54","160560","JOSE DE FILIPPI","JOSE DE FILIPPI JUNIOR","02/06/1957","M","PT","SP","Engenheiro Civil","dep.josedefilippi@camara.gov.br"
"54","74027","RIBAMAR ALVES","JOSE DE RIBAMAR COSTA ALVES","15/06/1954","M","PSB","MA","MEDICO","dep.ribamaralves@camara.gov.br"
"54","74145","ZEZEU RIBEIRO","JOSE EDUARDO VIEIRA RIBEIRO","21/11/1949","M","PT","BA","Arquiteto","dep.zezeuribeiro@camara.gov.br"
"54","141465","PINTO ITAMARATY","JOSE ELEONILDO SOARES","10/05/1960","M","PSDB","MA","Administrador de Empresas","dep.pintoitamaraty@camara.gov.br"
"54","141467","FRANCISCO TENORIO","JOSE FRANCISCO CERQUEIRA TENORIO","17/02/1963","M","PMN","AL","Agricultor, Bancário e Delegado de Polícia","dep.franciscotenorio@camara.gov.br"
"54","74319","PAES LANDIM","JOSE FRANCISCO PAES LANDIM","23/03/1937","M","PTB","PI","Professor e Advogado","dep.paeslandim@camara.gov.br"
"54","73540","JOSE GENOINO","JOSE GENOINO NETO","03/05/1946","M","PT","SP","PROFESSOR","dep.josegenoino@camara.gov.br"
"54","73931","ZE GERALDO","JOSE GERALDO TORRES DA SILVA","21/12/1961","M","PT","PA","Agricultor","dep.zegeraldo@camara.gov.br"
"54","145895","GERA ARRUDA","JOSE GERARDO CORREA DE ARRUDA","10/03/1989","M","PMDB","CE","

    ","dep.geraarruda@camara.gov.br"
